City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
276,Tautira,PF,2022-12-20 00:08:16,-17.7333,-149.15,79.54,77,100,11.05
277,Cartagena,CO,2022-12-20 00:08:16,10.3997,-75.5144,80.22,83,0,4.61
278,Doha,QA,2022-12-20 00:08:17,25.2867,51.5333,67.98,83,5,9.22
279,Victoria,HK,2022-12-20 00:04:29,22.2855,114.1577,61.25,70,93,8.01
280,Seymchan,RU,2022-12-20 00:04:51,62.8833,152.4333,-2.04,92,100,6.62
281,Berekum,GH,2022-12-20 00:08:18,7.4534,-2.584,72.46,29,57,4.25
282,Sayyan,YE,2022-12-20 00:09:18,15.1718,44.3244,42.35,66,3,3.6
283,Payakumbuh,ID,2022-12-20 00:09:18,-0.2202,100.6308,70.09,97,98,1.32
284,Weihe,CN,2022-12-20 00:09:19,32.9952,105.3247,30.15,38,100,6.62
285,Huarmey,PE,2022-12-20 00:09:19,-10.0681,-78.1522,72.01,79,59,8.37
286,Bouillante,GP,2022-12-20 00:09:20,16.1304,-61.7692,76.23,76,1,8.95
287,Pemangkat,ID,2022-12-20 00:07:21,1.1667,108.9667,77.72,86,95,5.3
288,Hambantota,LK,2022-12-20 00:09:20,6.1241,81.1185,76.03,82,59,11.05
289,Hamilton,US,2022-12-20 00:09:21,39.1834,-84.5333,31.44,67,0,5.75
290,Nanchang,CN,2022-12-20 00:09:21,28.6833,115.8833,43.61,50,40,4.29
291,Vostok,RU,2022-12-20 00:09:21,46.4856,135.8833,-12.01,97,72,4.07
292,Guerrero Negro,MX,2022-12-20 00:05:02,27.9769,-114.0611,64.92,43,18,11.1
293,Providencia,MX,2022-12-20 00:09:22,28.7167,-111.5833,73.2,33,1,10.31
294,Yumen,CN,2022-12-20 00:04:49,40.2833,97.2,20.19,59,87,20.58
295,Monterey,US,2022-12-20 00:09:23,36.2505,-121.2516,49.17,61,100,1.23
296,Batagay-Alyta,RU,2022-12-20 00:09:23,67.8006,130.4114,-31.63,93,26,4.14
297,Kulhudhuffushi,MV,2022-12-20 00:09:24,6.6221,73.07,80.82,72,100,6.42
298,Lorengau,PG,2022-12-20 00:09:24,-2.0226,147.2712,83.77,72,100,5.53
299,Pakxan,LA,2022-12-20 00:06:06,18.3778,103.6601,51.94,70,98,2.95
300,Hualmay,PE,2022-12-20 00:09:25,-11.0964,-77.6139,71.37,80,61,8.93
301,Amudat,UG,2022-12-20 00:09:25,1.95,34.95,69.19,49,40,4.99
302,Springbok,ZA,2022-12-20 00:09:25,-29.6643,17.8865,55.63,71,27,3.44
303,Adrar,MR,2022-12-20 00:09:26,20.5022,-10.0711,63.86,21,0,12.71
304,Bom Jardim,BR,2022-12-20 00:04:36,-7.7958,-35.5872,72.81,83,15,7.81
305,Sangueya,GN,2022-12-20 00:09:26,10.7,-14.3667,73.31,82,90,0.69
306,Estelle,US,2022-12-20 00:09:27,29.8458,-90.1067,50.0,85,75,16.11
307,Mutsu,JP,2022-12-20 00:09:27,41.2894,141.2169,28.42,100,75,1.14
308,Qasigiannguit,GL,2022-12-20 00:06:17,68.8193,-51.1922,23.25,71,12,5.88
309,Chokwe,MZ,2022-12-20 00:09:28,-24.5333,32.9833,71.37,94,72,4.63
310,Daru,PG,2022-12-20 00:09:28,-9.0763,143.2092,81.72,82,100,4.97
311,San Policarpo,PH,2022-12-20 00:09:29,12.1791,125.5072,78.82,82,100,14.52
312,Vao,NC,2022-12-20 00:09:29,-22.6667,167.4833,76.82,79,93,15.12
313,Vestmannaeyjar,IS,2022-12-20 00:09:30,63.4427,-20.2734,33.19,51,100,26.4
314,Ayan,RU,2022-12-20 00:09:30,56.45,138.1667,-9.4,72,64,17.36
315,Northam,GB,2022-12-20 00:09:31,51.0333,-4.2167,49.6,98,100,9.8
316,Manono,CD,2022-12-20 00:09:31,-7.3,27.4167,67.75,97,99,2.51
317,Lyaskelya,RU,2022-12-20 00:09:31,61.7667,31.0167,23.43,96,91,3.71
318,Fort-Shevchenko,KZ,2022-12-20 00:09:32,44.5086,50.263,33.4,79,100,21.52
319,Kushiro,JP,2022-12-20 00:09:32,42.975,144.3747,25.9,70,8,12.03
320,Bull Savanna,JM,2022-12-20 00:09:33,17.8868,-77.5902,74.62,78,20,8.72
321,Salalah,OM,2022-12-20 00:09:33,17.0151,54.0924,77.09,31,75,19.57
322,Gamba,GA,2022-12-20 00:09:34,-2.65,10.0,76.35,91,95,4.61
323,Phonhong,LA,2022-12-20 00:09:34,18.5007,102.4166,55.36,80,60,1.61
324,Karratha,AU,2022-12-20 00:09:34,-20.7377,116.8463,78.03,65,5,4.18
325,Yulara,AU,2022-12-20 00:09:35,-25.2406,130.9889,85.35,30,78,6.82
326,Poiana Stampei,RO,2022-12-20 00:09:35,47.3167,25.1333,23.11,55,3,3.85
327,Camargo,MX,2022-12-20 00:09:36,27.6667,-105.1667,62.73,27,0,7.94
328,Vardo,NO,2022-12-20 00:09:36,70.3705,31.1107,24.78,80,100,14.97
329,Kimbe,PG,2022-12-20 00:10:37,-5.5502,150.1429,88.43,58,100,0.72
330,Fort Nelson,CA,2022-12-20 00:10:37,58.8053,-122.7002,-24.84,99,22,0.29
331,Sisimiut,GL,2022-12-20 00:10:38,66.9395,-53.6735,21.76,57,26,11.05
332,Kysyl-Syr,RU,2022-12-20 00:10:38,63.8986,122.7617,-25.17,99,100,5.39
333,Kwinana,AU,2022-12-20 00:10:38,-32.25,115.7667,83.17,29,51,4.0
334,Okha,RU,2022-12-20 00:10:39,53.5739,142.9478,-4.18,82,100,25.28
335,San Francisco Del Mar,MX,2022-12-20 00:10:40,16.2333,-94.65,78.73,73,81,17.83
336,Magadan,RU,2022-12-20 00:10:40,59.5667,150.8,21.87,75,100,18.07
337,Namatanai,PG,2022-12-20 00:10:40,-3.6667,152.4333,83.68,72,85,4.32
338,Kiunga,PG,2022-12-20 00:10:41,-6.1219,141.2906,79.07,86,100,2.46
339,Belton,US,2022-12-20 00:09:40,38.812,-94.5319,37.96,82,100,5.75
340,Anton Lizardo,MX,2022-12-20 00:10:42,19.05,-95.9833,75.42,80,74,6.89
341,Juneau,US,2022-12-20 00:10:42,58.3019,-134.4197,8.6,36,20,17.27
342,Mayo,US,2022-12-20 00:09:11,38.8876,-76.5119,37.98,57,0,16.11
343,Zhezkazgan,KZ,2022-12-20 00:10:43,47.8043,67.7144,1.38,85,0,11.18
344,Mattru,SL,2022-12-20 00:10:43,7.6244,-11.8332,75.2,90,74,1.34
345,Conceicao Do Araguaia,BR,2022-12-20 00:10:44,-8.2578,-49.2647,75.38,91,99,1.95
346,Warrnambool,AU,2022-12-20 00:10:44,-38.3833,142.4833,64.4,52,21,8.39
347,Verkhnevilyuysk,RU,2022-12-20 00:10:44,63.4453,120.3167,-22.52,96,100,3.94
348,Usakos,NA,2022-12-20 00:10:45,-22.0,15.6,61.11,68,0,2.13
349,Kumluca,TR,2022-12-20 00:10:45,36.3703,30.2869,61.81,66,3,2.77
350,Oum Hadjer,TD,2022-12-20 00:10:46,13.2954,19.6966,69.78,25,6,10.27
351,Hun,LY,2022-12-20 00:10:46,29.1268,15.9477,56.43,81,2,6.89
352,Goderich,CA,2022-12-20 00:10:46,43.7501,-81.7165,32.92,71,100,11.36
353,Bac Lieu,VN,2022-12-20 00:10:47,9.285,105.7244,70.2,84,65,8.84
354,Ulaanbaatar,MN,2022-12-20 00:10:47,47.9077,106.8832,-12.15,100,91,1.77
355,Itamarandiba,BR,2022-12-20 00:10:48,-17.8572,-42.8589,64.98,99,100,2.19
356,Omsukchan,RU,2022-12-20 00:10:48,62.5333,155.8,9.88,97,100,9.64
357,Saint-Joseph,RE,2022-12-20 00:10:48,-21.3667,55.6167,73.78,77,47,6.69
358,Luderitz,NA,2022-12-20 00:10:49,-26.6481,15.1594,63.32,78,0,17.76
359,Lata,PT,2022-12-20 00:10:49,40.1629,-8.3327,60.08,95,100,9.04
360,Ous,RU,2022-12-20 00:10:50,60.9058,61.5186,10.35,93,100,10.92
361,Calama,CL,2022-12-20 00:10:50,-22.4667,-68.9333,64.89,34,0,19.57
362,Pingxiang,CN,2022-12-20 00:10:51,27.6167,113.85,40.84,50,11,3.04
363,Viet Tri,VN,2022-12-20 00:10:51,21.3019,105.4308,49.95,62,2,0.54
364,North Platte,US,2022-12-20 00:10:51,41.1239,-100.7654,8.49,66,0,8.05
365,Sirjan,IR,2022-12-20 00:10:52,29.452,55.6814,39.2,59,0,4.85
366,Emerald,AU,2022-12-20 00:06:26,-23.5333,148.1667,77.34,53,2,15.9
367,Dicabisagan,PH,2022-12-20 00:10:53,17.0818,122.4157,76.03,88,100,11.68
368,Dunedin,NZ,2022-12-20 00:10:53,-45.8742,170.5036,52.81,88,94,1.01
369,Puerto Del Rosario,ES,2022-12-20 00:10:04,28.5004,-13.8627,64.15,52,6,6.91
370,Saint-Pierre,RE,2022-12-20 00:10:54,-21.3393,55.4781,74.88,69,20,6.91
371,Aklavik,CA,2022-12-20 00:10:54,68.2191,-135.0107,-25.19,92,31,7.81
372,Jumla,NP,2022-12-20 00:10:55,29.2747,82.1838,36.82,18,1,4.97
373,Alta,NO,2022-12-20 00:11:56,69.9689,23.2717,9.66,92,40,2.3
374,Itarema,BR,2022-12-20 00:11:56,-2.9248,-39.9167,78.31,77,57,14.63
375,Razdolinsk,RU,2022-12-20 00:11:57,58.4211,94.6658,-19.37,100,81,4.54
376,Bath,GB,2022-12-20 00:11:57,51.3779,-2.3591,55.96,96,100,22.3
377,Vanimo,PG,2022-12-20 00:11:57,-2.6741,141.3028,83.98,69,100,2.26
378,Nelson Bay,AU,2022-12-20 00:11:58,-32.7167,152.15,69.85,75,94,11.99
379,Praya,CV,2022-12-20 00:11:58,14.9215,-23.5087,74.75,72,20,15.41
380,Altamirano,MX,2022-12-20 00:11:59,16.8833,-92.15,55.76,84,82,3.0
381,Galle,LK,2022-12-20 00:11:59,6.0367,80.217,75.97,88,98,2.04
382,Progreso,MX,2022-12-20 00:12:00,21.2833,-89.6667,81.1,84,68,9.46
383,Bandarbeyla,SO,2022-12-20 00:12:00,9.4942,50.8122,75.7,74,29,20.42
384,Burns Lake,CA,2022-12-20 00:12:01,54.2331,-125.7533,-9.94,87,52,1.74
385,Portland,US,2022-12-20 00:10:54,45.5234,-122.6762,42.62,86,100,3.0
386,Severo-Kurilsk,RU,2022-12-20 00:12:01,50.6789,156.125,28.49,90,99,33.44
387,Poyarkovo,RU,2022-12-20 00:12:02,49.6,128.6833,-30.77,97,12,1.66
388,Cockburn Town,TC,2022-12-20 00:12:02,21.4612,-71.1419,78.98,73,75,13.44
389,Somerset West,ZA,2022-12-20 00:12:03,-34.084,18.8211,65.07,73,82,5.01
390,Tazovskiy,RU,2022-12-20 00:12:03,67.4667,78.7,-27.85,96,6,5.48
391,Tabuk,PH,2022-12-20 00:12:04,17.4189,121.4443,70.92,89,100,7.38
392,Saint-Augustin,CA,2022-12-20 00:12:04,51.226,-58.6502,33.26,76,100,24.47
393,Ngunguru,NZ,2022-12-20 00:12:05,-35.6167,174.5,68.83,72,55,12.06
394,Harper,LR,2022-12-20 00:12:05,4.375,-7.7169,78.91,81,61,6.06
395,Ostrovnoy,RU,2022-12-20 00:12:05,68.0531,39.5131,17.44,88,99,11.99
396,Calamar,CO,2022-12-20 00:12:06,10.2511,-74.9146,76.12,79,64,7.11
397,Kolokani,ML,2022-12-20 00:12:06,13.5728,-8.0339,71.1,16,96,9.17
398,Taganak,PH,2022-12-20 00:12:07,6.0833,118.3,80.73,79,80,3.13
399,Coihaique,CL,2022-12-20 00:12:07,-45.5752,-72.0662,67.95,52,0,0.0
400,Biak,ID,2022-12-20 00:12:08,-0.9131,122.8766,80.22,71,100,1.52
401,Puerto Ayacucho,VE,2022-12-20 00:12:08,5.6639,-67.6236,79.54,63,98,10.69
402,Kiruna,SE,2022-12-20 00:12:09,67.8557,20.2251,0.52,85,47,8.05
403,Kakamega,KE,2022-12-20 00:12:10,0.2842,34.7523,58.03,78,37,6.87
404,Hervey Bay,AU,2022-12-20 00:12:10,-25.2986,152.8535,74.41,62,94,20.89
405,Coruripe,BR,2022-12-20 00:12:10,-10.1256,-36.1756,76.12,80,8,9.93
406,Ichinohe,JP,2022-12-20 00:12:11,40.2069,141.3017,29.01,82,87,9.71
407,Crixas,BR,2022-12-20 00:12:12,-14.5489,-49.9692,70.32,96,100,3.11
408,Iracoubo,GF,2022-12-20 00:12:12,5.4802,-53.2011,75.74,91,100,9.17
409,Nantucket,US,2022-12-20 00:08:51,41.2835,-70.0995,37.54,64,0,11.5
410,Muros,ES,2022-12-20 00:12:13,42.7762,-9.0603,60.67,97,100,18.77
411,Srednekolymsk,RU,2022-12-20 00:12:13,67.45,153.6833,-5.76,99,97,2.62
412,Jasper,US,2022-12-20 00:12:14,37.2001,-94.3502,41.88,61,20,4.0
413,Medina,SA,2022-12-20 00:08:09,24.4686,39.6142,66.63,32,0,6.91
414,Lavrentiya,RU,2022-12-20 00:12:15,65.5833,-171.0,14.86,75,38,5.84
415,Puerto Padre,CU,2022-12-20 00:12:15,21.195,-76.6028,75.31,79,21,9.17
416,Neropolis,BR,2022-12-20 00:12:15,-16.4064,-49.2186,72.48,98,97,4.43
417,Moose Factory,CA,2022-12-20 00:12:16,51.2585,-80.6094,13.98,85,100,11.5
418,Padang,ID,2022-12-20 00:07:48,-0.9492,100.3543,73.45,81,70,3.6
419,Vagur,FO,2022-12-20 00:13:16,61.4732,-6.8119,45.97,85,99,25.46
420,Praia Da Vitoria,PT,2022-12-20 00:13:17,38.7333,-27.0667,62.76,86,50,17.98
421,Berdigestyakh,RU,2022-12-20 00:13:17,62.0989,126.6992,-36.22,100,96,2.51
422,Narsaq,GL,2022-12-20 00:13:18,60.9167,-46.05,7.02,65,11,8.46
423,Canico,PT,2022-12-20 00:13:18,32.6333,-16.85,71.01,82,40,4.0
424,Sault Sainte Marie,CA,2022-12-20 00:13:19,46.5168,-84.3333,25.36,80,100,4.61
425,Innisfail,AU,2022-12-20 00:13:19,-17.5333,146.0333,79.9,83,75,11.21
426,Khovu-Aksy,RU,2022-12-20 00:13:20,51.1333,93.6,-2.07,88,100,5.66
427,Richards Bay,ZA,2022-12-20 00:13:20,-28.783,32.0377,66.74,95,36,4.68
428,Derzhavinsk,KZ,2022-12-20 00:13:21,51.1,66.3167,19.81,73,100,19.3
429,Ossora,RU,2022-12-20 00:13:21,59.2353,163.0719,34.12,96,100,21.47
430,Zyryanka,RU,2022-12-20 00:13:22,65.75,150.85,-4.13,97,100,10.49
431,Oneonta,US,2022-12-20 00:13:22,42.4529,-75.0638,29.3,90,99,9.57
432,Pacific Grove,US,2022-12-20 00:13:23,36.6177,-121.9166,55.42,83,0,8.05
433,Pechenga,RU,2022-12-20 00:13:23,69.5259,31.1703,17.55,96,100,5.19
434,Ust-Kulom,RU,2022-12-20 00:13:24,61.6864,53.6902,2.32,96,98,7.38
435,Manastireni,RO,2022-12-20 00:13:24,46.7667,23.0833,13.73,28,4,2.46
436,Mundo Nuevo,MX,2022-12-20 00:13:24,18.7,-95.5,73.65,83,66,8.32
437,Gambiran,ID,2022-12-20 00:13:25,-6.7988,111.4951,78.21,85,91,3.98
438,Dalby,AU,2022-12-20 00:13:25,-27.1833,151.2667,75.31,33,60,8.7
439,Paamiut,GL,2022-12-20 00:13:26,61.994,-49.6678,15.44,65,5,9.1
440,Port-Cartier,CA,2022-12-20 00:13:26,50.0334,-66.8654,33.75,78,100,10.67
441,Glendive,US,2022-12-20 00:13:27,47.1053,-104.7125,-0.51,68,100,14.97
442,Scarborough,GB,2022-12-20 00:09:45,54.2797,-0.4044,51.66,91,87,1.99
443,Catuday,PH,2022-12-20 00:13:27,16.2923,119.8062,76.91,73,100,7.94
444,Tezu,IN,2022-12-20 00:13:28,27.9167,96.1667,59.23,40,54,3.89
445,Balkanabat,TM,2022-12-20 00:13:28,39.5108,54.3671,45.25,63,16,4.63
446,Brae,GB,2022-12-20 00:13:29,60.3964,-1.353,48.83,87,100,23.0
447,Tulun,RU,2022-12-20 00:13:29,54.5611,100.5792,3.49,85,100,4.56
448,Macae,BR,2022-12-20 00:13:30,-22.3708,-41.7869,71.17,96,100,11.99
449,Talnakh,RU,2022-12-20 00:13:30,69.4865,88.3972,-29.65,100,100,1.16
450,Rovinj,HR,2022-12-20 00:13:31,45.08,13.64,43.29,76,98,4.54
451,Hanyang,CN,2022-12-20 00:13:31,32.1371,105.5126,38.77,41,100,12.35
452,Tari,NG,2022-12-20 00:13:31,12.4086,4.4914,69.3,19,24,9.93
453,Petatlan,MX,2022-12-20 00:13:32,17.5167,-101.2667,84.0,72,0,3.49
454,Perth,AU,2022-12-20 00:13:32,-31.9333,115.8333,85.66,27,70,12.66
455,Barhi,IN,2022-12-20 00:13:33,23.9,80.8,53.46,46,41,0.63
456,Iguatu,BR,2022-12-20 00:11:10,-6.3594,-39.2986,81.55,40,90,3.09
457,Torbeyevo,RU,2022-12-20 00:13:34,54.0797,43.2473,18.45,96,97,9.17
458,Harda,IN,2022-12-20 00:13:34,22.3333,77.1,59.63,39,15,4.83
459,Taltal,CL,2022-12-20 00:10:20,-25.4,-70.4833,68.58,75,22,5.17
460,Vieques,PR,2022-12-20 00:13:35,18.425,-65.8329,79.11,73,40,6.91
461,Bulungu,CD,2022-12-20 00:13:35,-4.55,18.6,69.3,95,100,1.45
462,Loikaw,MM,2022-12-20 00:13:36,19.6742,97.2094,57.9,95,82,1.7
463,Kaeo,NZ,2022-12-20 00:09:30,-35.1,173.7833,78.33,65,23,9.44
464,Mahebourg,MU,2022-12-20 00:13:36,-20.4081,57.7,76.24,75,45,10.18
465,Yoichi,JP,2022-12-20 00:14:37,43.2039,140.7703,27.81,78,100,18.39
466,Shitanjing,CN,2022-12-20 00:14:37,39.2342,106.3439,16.34,82,74,22.95
467,Otjimbingwe,NA,2022-12-20 00:14:38,-22.35,16.1333,65.53,54,0,2.98
468,Qaqortoq,GL,2022-12-20 00:14:38,60.7167,-46.0333,8.29,65,22,8.48
469,Ambilobe,MG,2022-12-20 00:14:38,-13.2,49.05,74.14,91,95,3.29
470,Navirai,BR,2022-12-20 00:14:39,-23.065,-54.1906,69.17,91,32,4.43
471,Nerchinskiy Zavod,RU,2022-12-20 00:14:39,51.3088,119.61,-23.21,98,100,2.75
472,Yabelo,ET,2022-12-20 00:14:40,4.8833,38.0833,58.5,35,41,7.36
473,Broome,US,2022-12-20 00:14:40,42.2506,-75.833,29.17,78,100,9.22
474,Thai Binh,VN,2022-12-20 00:14:41,20.45,106.3333,58.03,63,76,3.0
475,Washington,US,2022-12-20 00:12:52,47.5001,-120.5015,16.59,64,100,3.11
476,Vila Velha,BR,2022-12-20 00:14:41,-20.3297,-40.2925,73.35,98,100,2.3
477,Launceston,AU,2022-12-20 00:14:42,-41.45,147.1667,66.61,57,100,14.97
478,Hassleholm,SE,2022-12-20 00:14:42,56.1591,13.7664,40.55,98,100,8.93
479,Bam,IR,2022-12-20 00:14:43,29.106,58.357,47.55,52,7,5.95
480,Dingle,PH,2022-12-20 00:14:43,10.9995,122.6711,75.61,94,100,7.99
481,Thamaga,BW,2022-12-20 00:14:44,-24.6701,25.5397,74.03,46,24,3.4
482,Rundu,NA,2022-12-20 00:14:44,-17.9333,19.7667,78.31,24,99,5.48
483,Sobolevo,RU,2022-12-20 00:14:45,54.4299,31.8996,8.35,86,97,10.49
484,Gorontalo,ID,2022-12-20 00:14:25,0.5412,123.0595,81.25,82,99,1.14
485,Manta,EC,2022-12-20 00:14:45,-0.95,-80.7333,74.98,78,75,10.36
486,Xuddur,SO,2022-12-20 00:14:46,4.1213,43.8894,68.63,57,39,12.39
487,Souillac,MU,2022-12-20 00:14:46,-20.5167,57.5167,74.77,78,46,8.57
488,Teahupoo,PF,2022-12-20 00:14:46,-17.8333,-149.2667,80.56,77,97,11.18
489,Cabedelo,BR,2022-12-20 00:14:47,-6.9811,-34.8339,78.78,75,0,11.34
490,Mangrol,IN,2022-12-20 00:14:47,21.1167,70.1167,73.08,44,21,8.59
491,Pavlogradka,RU,2022-12-20 00:14:48,54.2024,73.5592,28.22,79,100,18.39
492,Ulcinj,ME,2022-12-20 00:14:48,41.9294,19.2244,40.98,55,4,6.78
493,Maun,BW,2022-12-20 00:14:49,-19.9833,23.4167,76.06,57,28,6.02
494,Abapo,BO,2022-12-20 00:14:49,-18.8333,-63.4667,68.81,65,90,2.19
495,Celestun,MX,2022-12-20 00:14:50,20.8667,-90.4,79.2,75,81,9.75
496,Takoradi,GH,2022-12-20 00:14:50,4.8845,-1.7554,79.16,83,52,5.23
497,Peniche,PT,2022-12-20 00:14:51,39.3558,-9.3811,63.28,94,100,23.35
498,Bodden Town,KY,2022-12-20 00:14:51,19.2833,-81.25,80.6,77,20,9.22
499,Inuvik,CA,2022-12-20 00:14:52,68.3499,-133.7218,-24.07,95,74,4.68
500,Ust-Nera,RU,2022-12-20 00:14:52,64.5667,143.2,-2.81,100,100,3.89
501,Beyneu,KZ,2022-12-20 00:14:53,45.3167,55.2,35.55,59,100,8.61
502,Lugovskoy,RU,2022-12-20 00:14:53,56.9585,64.529,16.41,86,88,12.44
503,Urucara,BR,2022-12-20 00:14:54,-2.5364,-57.76,77.41,83,99,2.66
504,Seoul,KR,2022-12-20 00:12:39,37.5683,126.9778,18.84,73,0,1.14
505,Monrovia,LR,2022-12-20 00:14:54,6.3005,-10.7969,79.77,78,95,6.71
506,Hadejia,NG,2022-12-20 00:14:55,12.4498,10.0444,66.11,26,2,8.43
507,Vaxjo,SE,2022-12-20 00:14:55,56.8777,14.8091,33.85,100,100,5.75
508,Iguape,BR,2022-12-20 00:12:46,-24.7081,-47.5553,71.24,92,100,14.76
509,Sola,VU,2022-12-20 00:14:56,-13.8833,167.55,82.29,71,51,9.17
510,Trairi,BR,2022-12-20 00:12:12,-3.2778,-39.2689,78.21,77,99,10.09
511,Makubetsu,JP,2022-12-20 00:15:57,45.3714,141.8211,22.71,80,75,17.27
512,Canyon,US,2022-12-20 00:15:57,34.9803,-101.9188,48.04,29,0,9.33
513,Prince Rupert,CA,2022-12-20 00:13:32,54.3161,-130.3201,11.88,51,0,7.09
514,Anloga,GH,2022-12-20 00:15:58,5.7947,0.8973,80.06,84,46,8.41
515,Rincon,US,2022-12-20 00:15:58,32.296,-81.2354,52.86,43,100,6.91
516,Liverpool,GB,2022-12-20 00:15:59,53.4106,-2.9779,51.3,85,75,6.91
517,Nouadhibou,MR,2022-12-20 00:15:59,20.931,-17.0347,69.78,52,0,19.57
518,Fez,MA,2022-12-20 00:12:26,34.0372,-4.9998,53.85,66,0,6.91
519,Lieksa,FI,2022-12-20 00:16:00,63.3167,30.0167,12.29,99,96,4.65
520,Shelburne,CA,2022-12-20 00:16:00,44.0787,-80.2041,27.05,90,76,7.38
521,Majene,ID,2022-12-20 00:16:01,-3.5403,118.9707,81.12,72,56,2.19
522,Polunochnoye,RU,2022-12-20 00:16:01,60.8697,60.4153,7.38,85,100,7.63
523,Balabac,PH,2022-12-20 00:16:02,7.9868,117.0645,80.89,83,100,10.94
524,Katiola,CI,2022-12-20 00:16:02,8.1333,-5.1,77.63,20,55,2.46
525,Xichang,CN,2022-12-20 00:16:03,27.8964,102.2634,38.03,89,15,1.74
526,Lagoa,PT,2022-12-20 00:16:04,39.05,-27.9833,61.07,79,73,26.11
527,Jalpan,MX,2022-12-20 00:16:06,21.2333,-99.4833,70.81,64,5,2.33
528,Badou,TG,2022-12-20 00:16:06,7.5833,0.6,74.19,24,74,3.0
529,Lagos,NG,2022-12-20 00:14:52,6.5833,3.75,74.39,74,12,1.07
530,Chandler,US,2022-12-20 00:14:49,33.3062,-111.8412,62.6,37,0,4.61
531,Birin,NP,2022-12-20 00:16:07,26.8865,88.0718,46.15,84,16,4.23
532,Grand-Santi,GF,2022-12-20 00:16:07,4.25,-54.3833,71.42,99,100,1.7
533,Kargat,RU,2022-12-20 00:16:08,55.1956,80.2811,28.09,97,100,12.82
534,Sambava,MG,2022-12-20 00:16:09,-14.2667,50.1667,73.71,90,43,3.78
535,Cortez,US,2022-12-20 00:16:09,37.3489,-108.5859,29.16,43,0,9.22
536,Tara,RU,2022-12-20 00:16:10,56.8944,74.371,31.73,96,100,11.72
537,Meulaboh,ID,2022-12-20 00:16:10,4.1363,96.1285,75.87,87,92,4.36
538,Bonavista,CA,2022-12-20 00:16:10,48.6499,-53.1147,34.92,98,100,26.44
539,Makakilo City,US,2022-12-20 00:16:11,21.3469,-158.0858,66.52,79,100,11.5
540,Kyra,RU,2022-12-20 00:12:19,49.5776,111.9753,-2.16,84,99,6.02
541,La Ronge,CA,2022-12-20 00:16:12,55.1001,-105.2842,-10.95,70,75,10.36
542,Vitim,RU,2022-12-20 00:12:15,59.4511,112.5578,-2.47,95,100,7.58
543,Santa Maria,BR,2022-12-20 00:16:13,-29.6842,-53.8069,69.12,76,45,8.23
544,Pavilosta,LV,2022-12-20 00:16:13,56.8879,21.1859,26.51,94,100,18.75
545,Carballo,ES,2022-12-20 00:16:14,43.213,-8.691,60.49,93,100,10.74
546,Lake Havasu City,US,2022-12-20 00:16:14,34.4839,-114.3224,59.22,28,0,6.91
547,Tiblawan,PH,2022-12-20 00:16:15,6.4783,126.1083,79.41,84,100,7.18
548,Maragogi,BR,2022-12-20 00:16:16,-9.0122,-35.2225,77.77,76,18,8.66
549,Carutapera,BR,2022-12-20 00:16:16,-1.195,-46.02,76.98,87,80,6.4
550,Araouane,ML,2022-12-20 00:16:17,18.9048,-3.5265,67.06,22,0,11.72
551,Samarai,PG,2022-12-20 00:16:18,-10.6167,150.6667,82.76,77,73,7.47
